order_id,traveler_id,order_date,reason,destination_country_id,execution_date,status,voluntary_departure
104,42879,2025-07-24,Failed Asylum,3,2025-09-18,Executed,0
105,103463,2025-11-13,Failed Asylum,3,,Issued,0
106,22157,2025-10-27,Criminal Offense,6,2025-11-26,Executed,0
107,60702,2025-03-19,Criminal Offense,21,2025-05-17,Executed,0
108,72011,2025-02-05,Visa Overstay,3,2025-04-17,Executed,1
109,105699,2025-05-16,Visa Overstay,3,2025-06-28,Executed,0
110,121101,2025-04-04,Failed Asylum,42,,Appealed,0
111,137006,2025-03-16,Failed Asylum,44,2025-05-27,Executed,0
112,90166,2025-11-05,Security Threat,1,,Stayed,0
113,36528,2025-02-20,Visa Overstay,1,,Appealed,0
114,117885,2025-12-14,Visa Overstay,3,,Issued,1
115,147813,2025-04-24,Visa Overstay,1,,Cancelled,0
116,144257,2025-06-24,Failed Asylum,3,,Stayed,0
117,96480,2025-06-03,Failed Asylum,3,,Appealed,0
118,46039,2025-04-06,Visa Overstay,3,,Appealed,1
119,44152,2025-08-09,Visa Overstay,21,,Stayed,0
120,87825,2025-03-04,Visa Overstay,1,,Appealed,0
121,123121,2025-02-21,Failed Asylum,3,2025-04-25,Executed,0
122,29687,2025-06-12,Other,3,,Stayed,0
123,112007,2025-02-18,Criminal Offense,1,,Appealed,1
124,80670,2025-11-16,Visa Overstay,30,,Cancelled,1
125,110643,2025-03-01,Visa Overstay,1,,Stayed,1
126,27869,2025-07-18,Failed Asylum,4,,Stayed,0
127,108986,2025-04-03,Failed Asylum,3,,Stayed,1
128,106212,2025-04-14,Visa Overstay,41,2025-05-20,Executed,1
129,14677,2025-05-20,Visa Overstay,8,,Issued,0
130,129512,2025-01-17,Visa Overstay,16,,Issued,0
131,64072,2025-10-22,Visa Overstay,2,,Issued,0
132,94810,2025-12-19,Visa Overstay,41,,Issued,0
133,139170,2025-02-07,Criminal Offense,1,,Stayed,0
134,3023,2025-10-06,Security Threat,1,2025-11-11,Executed,0
135,13567,2025-09-09,Failed Asylum,3,,Appealed,0
136,16278,2025-03-07,Visa Overstay,3,2025-04-24,Executed,0
137,10039,2025-11-15,Trafficking Involvement,1,,Issued,0
138,1153,2025-03-25,Criminal Offense,26,,Cancelled,0
139,117930,2025-03-25,Visa Overstay,6,2025-04-06,Executed,0
140,71451,2025-05-22,Failed Asylum,1,,Issued,0
141,102829,2025-05-06,Visa Overstay,2,2025-05-17,Executed,0
142,121376,2025-07-25,Criminal Offense,1,2025-08-26,Executed,0
143,76811,2025-08-25,Unauthorized Work,6,,Cancelled,1
144,87316,2025-01-05,Visa Overstay,1,2025-02-11,Executed,0
145,111934,2025-05-17,Criminal Offense,1,2025-06-28,Executed,0
146,46158,2025-12-01,Failed Asylum,16,,Stayed,0
147,74323,2025-03-19,Failed Asylum,3,,Stayed,0
148,85396,2025-05-17,Visa Overstay,1,2025-07-11,Executed,0
149,111867,2025-07-07,Failed Asylum,3,,Cancelled,0
150,88567,2025-01-24,Criminal Offense,1,2025-03-29,Executed,0
151,7507,2025-02-01,Visa Overstay,42,2025-04-03,Executed,1
152,133787,2025-12-20,Criminal Offense,1,,Issued,0
153,51755,2025-10-25,Visa Overstay,26,,Issued,1
154,46374,2025-09-07,Trafficking Involvement,1,2025-09-20,Executed,0
155,146702,2025-07-26,Failed Asylum,17,2025-09-09,Executed,0
156,99895,2025-11-18,Failed Asylum,3,,Stayed,0
157,149731,2025-03-21,Visa Overstay,1,2025-06-17,Executed,0
158,86484,2025-01-15,Other,1,2025-03-28,Executed,0
159,92124,2025-10-22,Visa Overstay,1,2025-11-28,Executed,1
160,89623,2025-04-18,Visa Overstay,1,2025-05-28,Executed,1
161,22219,2025-08-10,Security Threat,1,,Cancelled,0
162,138179,2025-04-05,Visa Overstay,3,2025-04-27,Executed,1
163,40165,2025-06-13,Fraudulent Documents,1,,Cancelled,0
164,135586,2025-04-07,Failed Asylum,19,,Appealed,0
165,50454,2025-10-22,Visa Overstay,1,,Issued,0
166,60341,2025-12-11,Trafficking Involvement,16,,Issued,0
167,94841,2025-08-15,Criminal Offense,19,2025-10-10,Executed,0
168,124335,2025-09-02,Failed Asylum,42,,Cancelled,1
169,60080,2025-04-04,Visa Overstay,19,2025-06-30,Executed,0
170,120714,2025-06-04,Failed Asylum,16,2025-07-01,Executed,1
171,124273,2025-05-15,Trafficking Involvement,1,,Issued,0
172,75910,2025-06-12,Failed Asylum,3,,Stayed,0
173,143995,2025-01-11,Visa Overstay,16,,Issued,1
174,145986,2025-07-12,Visa Overstay,1,2025-09-28,Executed,0
175,133726,2025-06-18,Criminal Offense,44,,Appealed,0
176,65719,2025-08-12,Visa Overstay,1,,Issued,0
177,19263,2025-10-19,Failed Asylum,3,,Cancelled,0
178,10501,2025-10-12,Failed Asylum,19,,Cancelled,0
179,127365,2025-09-08,Visa Overstay,16,,Appealed,0
180,72255,2025-05-25,Failed Asylum,48,,Issued,0
181,121339,2025-02-10,Visa Overstay,1,,Appealed,1
182,90365,2025-04-25,Criminal Offense,2,,Cancelled,0
183,134644,2025-01-26,Visa Overstay,2,2025-04-08,Executed,1
184,91998,2025-05-16,Visa Overstay,3,2025-06-06,Executed,0
185,98170,2025-02-09,Failed Asylum,16,2025-03-25,Executed,0
186,111814,2025-06-26,Failed Asylum,1,2025-08-22,Executed,0
187,18993,2025-12-14,Security Threat,1,,Appealed,0
188,20840,2025-05-05,Visa Overstay,17,,Issued,1
189,132284,2025-11-17,Fraudulent Documents,1,,Issued,0
190,56319,2025-12-06,Visa Overstay,1,,Issued,1
191,125417,2025-07-11,Criminal Offense,4,2025-08-21,Executed,1
192,16593,2025-04-26,Unauthorized Work,20,2025-07-17,Executed,0
193,110265,2025-07-15,Fraudulent Documents,1,,Cancelled,0
194,58662,2025-03-02,Failed Asylum,19,,Appealed,0
195,71743,2025-12-11,Visa Overstay,2,,Issued,0
196,52020,2025-04-14,Visa Overstay,14,2025-04-30,Executed,0
197,16501,2025-09-24,Visa Overstay,6,,Issued,0
198,1345,2025-05-11,Visa Overstay,1,,Appealed,0
199,83505,2025-01-22,Visa Overstay,1,,Issued,0
200,7574,2025-05-20,Fraudulent Documents,23,,Issued,0
201,40187,2025-11-21,Failed Asylum,17,,Issued,1
202,98390,2025-08-15,Visa Overstay,1,2025-10-16,Executed,0
203,106479,2025-04-12,Visa Overstay,1,,Cancelled,0
204,89127,2025-04-02,Visa Overstay,1,2025-06-15,Executed,1
205,45628,2025-09-25,Security Threat,2,,Appealed,0
206,68127,2025-05-08,Unauthorized Work,17,,Issued,0
207,43677,2025-04-24,Unauthorized Work,1,,Appealed,0
208,88307,2025-10-19,Security Threat,3,2025-11-09,Executed,0
209,142175,2025-11-25,Failed Asylum,3,,Issued,0
210,65386,2025-01-25,Visa Overstay,16,,Appealed,1
211,6397,2025-08-28,Failed Asylum,3,,Appealed,0
212,66934,2025-02-01,Other,18,,Appealed,0
213,9391,2025-06-21,Failed Asylum,42,2025-07-28,Executed,0
214,8589,2025-11-13,Visa Overstay,1,,Issued,1
215,88495,2025-10-13,Criminal Offense,1,,Appealed,0
216,107966,2025-10-24,Visa Overstay,6,,Cancelled,0
217,146231,2025-07-06,Criminal Offense,1,2025-07-15,Executed,0
218,119007,2025-03-12,Unauthorized Work,1,2025-04-05,Executed,0
219,143463,2025-11-03,Visa Overstay,1,,Issued,1
220,13643,2025-06-18,Visa Overstay,1,,Appealed,1
221,121061,2025-06-19,Visa Overstay,3,,Stayed,0
222,52656,2025-02-24,Failed Asylum,3,,Appealed,0
223,134809,2025-09-13,Visa Overstay,3,2025-10-12,Executed,0
224,134351,2025-12-10,Visa Overstay,3,,Cancelled,1
225,60041,2025-11-19,Visa Overstay,1,,Stayed,0
226,93529,2025-01-06,Visa Overstay,1,,Stayed,0
227,124908,2025-04-19,Unauthorized Work,19,2025-06-29,Executed,0
228,127232,2025-06-12,Trafficking Involvement,2,,Appealed,0
229,110445,2025-07-05,Failed Asylum,22,,Appealed,0
230,11485,2025-10-09,Failed Asylum,22,,Cancelled,0
231,111968,2025-06-22,Fraudulent Documents,3,2025-07-08,Executed,1
232,27160,2025-05-05,Visa Overstay,7,2025-07-06,Executed,1
233,9944,2025-12-08,Failed Asylum,25,2025-12-24,Executed,0
234,56116,2025-04-23,Visa Overstay,5,,Cancelled,0
235,91694,2025-12-01,Visa Overstay,1,,Appealed,0
236,148793,2025-11-27,Failed Asylum,41,,Stayed,0
237,50755,2025-08-24,Failed Asylum,18,2025-10-28,Executed,0
238,95767,2025-04-23,Failed Asylum,16,2025-05-26,Executed,0
239,107034,2025-06-01,Failed Asylum,41,2025-08-11,Executed,1
240,144857,2025-09-07,Failed Asylum,4,,Appealed,1
241,21824,2025-01-05,Visa Overstay,2,,Cancelled,0
242,121605,2025-04-22,Criminal Offense,1,2025-05-25,Executed,0
243,53574,2025-01-14,Failed Asylum,19,2025-04-07,Executed,0
244,58290,2025-10-10,Failed Asylum,1,2025-12-20,Executed,0
245,90753,2025-12-13,Failed Asylum,3,,Cancelled,1
246,85088,2025-06-27,Fraudulent Documents,1,2025-08-13,Executed,0
247,58299,2025-10-04,Visa Overstay,44,2025-10-15,Executed,0
248,129899,2025-09-16,Failed Asylum,3,,Cancelled,0
249,40365,2025-04-03,Unauthorized Work,3,2025-06-30,Executed,0
250,20873,2025-10-10,Other,1,2025-12-11,Executed,0
251,32447,2025-05-03,Security Threat,2,,Appealed,0
252,22468,2025-11-26,Criminal Offense,16,,Appealed,0
253,90045,2025-08-19,Visa Overstay,1,,Issued,1
254,36916,2025-07-25,Failed Asylum,16,,Cancelled,0
255,40167,2025-06-20,Criminal Offense,3,,Appealed,0
256,16311,2025-02-14,Criminal Offense,3,2025-03-17,Executed,0
257,118658,2025-05-02,Criminal Offense,18,,Appealed,0
258,43582,2025-06-25,Security Threat,21,,Issued,0
259,113983,2025-03-08,Failed Asylum,16,,Stayed,0
260,4804,2025-11-04,Visa Overstay,1,,Cancelled,0
261,48151,2025-11-05,Criminal Offense,1,,Stayed,0
262,30169,2025-10-26,Trafficking Involvement,3,2025-11-19,Executed,0
263,12953,2025-08-28,Security Threat,22,2025-11-04,Executed,0
264,81566,2025-09-09,Visa Overstay,6,,Appealed,0
265,43824,2025-09-05,Criminal Offense,1,2025-11-27,Executed,0
266,47419,2025-01-25,Failed Asylum,3,,Stayed,0
267,14342,2025-10-02,Criminal Offense,3,,Issued,0
268,131817,2025-03-12,Other,2,,Stayed,0
269,66990,2025-06-02,Visa Overstay,3,2025-06-17,Executed,1
270,70434,2025-02-11,Visa Overstay,17,,Issued,1
271,60653,2025-10-23,Visa Overstay,19,,Issued,0
272,53685,2025-09-13,Visa Overstay,1,,Issued,0
273,104537,2025-01-09,Failed Asylum,19,,Cancelled,0
274,17196,2025-07-09,Security Threat,1,,Issued,0
275,94485,2025-07-03,Visa Overstay,28,,Appealed,0
276,108504,2025-01-10,Trafficking Involvement,2,,Appealed,0
277,49235,2025-07-18,Visa Overstay,3,,Appealed,0
278,132306,2025-06-08,Other,48,2025-07-24,Executed,0
279,19542,2025-02-04,Other,1,,Stayed,0
280,19254,2025-12-05,Visa Overstay,1,,Cancelled,0
281,63711,2025-12-10,Unauthorized Work,24,,Issued,0
282,112055,2025-10-03,Criminal Offense,3,,Appealed,0
283,29257,2025-06-24,Failed Asylum,23,,Issued,0
284,30215,2025-03-04,Visa Overstay,23,,Stayed,1
285,14419,2025-02-09,Visa Overstay,5,2025-04-28,Executed,1
286,48674,2025-11-15,Unauthorized Work,1,,Cancelled,0
287,16430,2025-03-05,Visa Overstay,3,,Stayed,0
288,12246,2025-05-13,Failed Asylum,3,,Issued,0
289,48386,2025-11-11,Visa Overstay,1,,Stayed,0
290,69656,2025-12-04,Other,3,,Stayed,0
291,46702,2025-12-05,Fraudulent Documents,3,,Issued,0
292,30086,2025-11-20,Visa Overstay,16,2025-11-27,Executed,0
293,53263,2025-01-11,Trafficking Involvement,1,,Issued,0
294,79178,2025-04-26,Visa Overstay,3,2025-06-09,Executed,1
295,67815,2025-04-20,Security Threat,19,,Appealed,0
296,65269,2025-04-27,Visa Overstay,3,,Issued,1
297,78413,2025-01-28,Unauthorized Work,4,2025-03-11,Executed,0
298,101076,2025-02-06,Trafficking Involvement,1,,Stayed,0
299,37230,2025-04-02,Visa Overstay,44,,Stayed,0
300,7264,2025-01-12,Unauthorized Work,2,2025-02-17,Executed,0
301,7567,2025-06-08,Visa Overstay,4,,Stayed,0
302,133635,2025-11-22,Failed Asylum,23,,Issued,1
303,129176,2025-10-15,Visa Overstay,1,,Appealed,1
304,125899,2025-06-21,Fraudulent Documents,1,,Appealed,0
305,79836,2025-11-14,Trafficking Involvement,16,,Appealed,0
306,63070,2025-12-01,Visa Overstay,18,,Issued,0
307,135111,2025-04-23,Failed Asylum,3,,Cancelled,0
308,123626,2025-03-05,Trafficking Involvement,17,,Appealed,0
309,68678,2025-04-07,Visa Overstay,25,,Issued,1
310,113546,2025-03-12,Visa Overstay,1,2025-06-02,Executed,0
311,92453,2025-08-17,Failed Asylum,16,,Stayed,0
312,105547,2025-08-14,Security Threat,18,2025-09-02,Executed,0
313,143850,2025-05-25,Criminal Offense,1,2025-07-07,Executed,0
314,8036,2025-03-09,Failed Asylum,2,,Stayed,0
315,31618,2025-06-25,Visa Overstay,1,2025-07-23,Executed,1
316,111825,2025-06-27,Fraudulent Documents,1,,Issued,0
317,28144,2025-08-07,Visa Overstay,3,,Cancelled,1
318,135915,2025-05-04,Visa Overstay,20,2025-06-18,Executed,0
319,113399,2025-03-26,Failed Asylum,1,,Issued,0
320,29429,2025-03-25,Fraudulent Documents,9,,Appealed,0
321,35320,2025-05-06,Visa Overstay,1,,Stayed,0
322,103003,2025-06-07,Visa Overstay,1,,Appealed,0
323,946,2025-01-02,Visa Overstay,1,,Issued,0
324,116233,2025-03-15,Security Threat,12,2025-04-11,Executed,0
325,63338,2025-02-02,Trafficking Involvement,2,,Stayed,0
326,53053,2025-10-15,Failed Asylum,16,,Issued,0
327,61204,2025-07-10,Fraudulent Documents,1,2025-09-16,Executed,0
328,64770,2025-03-27,Failed Asylum,22,2025-06-09,Executed,0
329,102792,2025-12-09,Visa Overstay,1,,Issued,0
330,119834,2025-09-12,Failed Asylum,3,2025-11-29,Executed,0
331,134353,2025-03-25,Criminal Offense,1,2025-06-14,Executed,0
332,63980,2025-04-09,Failed Asylum,3,,Issued,0
333,133114,2025-10-09,Visa Overstay,30,2025-11-30,Executed,0
334,71075,2025-03-01,Unauthorized Work,1,2025-04-24,Executed,0
335,96128,2025-11-25,Unauthorized Work,3,2025-12-19,Executed,0
336,122136,2025-06-03,Failed Asylum,3,,Stayed,0
337,127945,2025-04-08,Failed Asylum,3,,Appealed,0
338,91422,2025-01-12,Fraudulent Documents,18,2025-03-18,Executed,1
339,37800,2025-10-09,Failed Asylum,41,,Issued,0
340,80189,2025-06-06,Visa Overstay,1,,Issued,0
341,45666,2025-09-28,Criminal Offense,18,2025-10-05,Executed,0
342,10198,2025-08-18,Security Threat,19,,Stayed,0
343,143932,2025-06-16,Visa Overstay,1,,Appealed,0
344,82667,2025-09-11,Visa Overstay,19,,Appealed,0
345,38936,2025-05-21,Visa Overstay,4,,Stayed,1
346,59199,2025-08-16,Visa Overstay,28,,Issued,1
347,112091,2025-04-10,Other,1,2025-06-25,Executed,0
348,2440,2025-05-25,Other,1,2025-08-03,Executed,0
349,121732,2025-10-19,Visa Overstay,18,,Appealed,0
350,59575,2025-07-18,Failed Asylum,22,,Stayed,0
351,69372,2025-11-12,Fraudulent Documents,1,,Cancelled,0
352,62169,2025-06-15,Failed Asylum,3,,Appealed,0
353,94961,2025-12-05,Fraudulent Documents,19,,Issued,0
354,24816,2025-05-24,Failed Asylum,2,2025-07-22,Executed,1
355,8125,2025-09-19,Failed Asylum,3,,Appealed,0
356,122518,2025-09-05,Unauthorized Work,1,,Appealed,1
357,53830,2025-08-12,Criminal Offense,1,,Stayed,1
358,97386,2025-02-14,Visa Overstay,1,2025-04-23,Executed,1
359,13191,2025-08-24,Visa Overstay,1,,Appealed,0
360,127359,2025-12-15,Visa Overstay,1,,Issued,1
361,122309,2025-05-20,Visa Overstay,44,2025-05-29,Executed,0
362,4198,2025-11-21,Unauthorized Work,26,,Cancelled,0
363,107944,2025-08-09,Fraudulent Documents,3,2025-09-17,Executed,0
364,9681,2025-10-25,Visa Overstay,48,,Stayed,0
365,6719,2025-02-13,Visa Overstay,19,2025-05-14,Executed,1
366,69296,2025-02-17,Visa Overstay,23,2025-04-04,Executed,0
367,44251,2025-07-11,Visa Overstay,2,,Issued,0
368,88007,2025-09-01,Other,1,,Cancelled,0
369,96309,2025-01-13,Visa Overstay,1,,Stayed,1
370,16535,2025-11-13,Visa Overstay,3,,Issued,1
371,69479,2025-07-14,Visa Overstay,16,,Issued,1
372,66427,2025-11-14,Visa Overstay,3,,Issued,0
373,102639,2025-12-15,Fraudulent Documents,1,,Issued,1
374,50457,2025-06-15,Unauthorized Work,16,2025-07-17,Executed,1
375,128470,2025-06-17,Visa Overstay,3,2025-09-15,Executed,1
376,12254,2025-12-04,Criminal Offense,18,,Issued,1
377,88011,2025-06-26,Other,2,2025-07-18,Executed,0
378,43689,2025-11-01,Visa Overstay,1,,Issued,0
379,51891,2025-06-28,Criminal Offense,1,,Cancelled,0
380,118154,2025-06-20,Visa Overstay,6,2025-07-08,Executed,0
381,132906,2025-06-17,Trafficking Involvement,16,,Cancelled,0
382,127999,2025-06-25,Criminal Offense,28,,Cancelled,0
383,29037,2025-04-17,Trafficking Involvement,6,,Appealed,0
384,50630,2025-04-20,Visa Overstay,3,2025-06-08,Executed,1
385,67096,2025-12-12,Failed Asylum,4,,Issued,0
386,93152,2025-03-20,Visa Overstay,3,2025-05-08,Executed,1
387,141206,2025-08-17,Criminal Offense,1,2025-11-03,Executed,0
388,144135,2025-02-08,Criminal Offense,19,2025-03-31,Executed,0
389,109113,2025-12-14,Failed Asylum,17,,Cancelled,0
390,41617,2025-12-09,Criminal Offense,3,,Stayed,0
391,31013,2025-07-15,Failed Asylum,19,2025-09-09,Executed,0
392,66639,2025-10-03,Trafficking Involvement,3,2025-11-03,Executed,0
393,63483,2025-08-17,Fraudulent Documents,1,,Appealed,1
394,89108,2025-06-21,Failed Asylum,17,,Issued,0
395,12882,2025-04-16,Fraudulent Documents,16,2025-05-04,Executed,0
396,14405,2025-04-25,Visa Overstay,19,2025-07-09,Executed,0
397,59943,2025-10-26,Visa Overstay,1,,Issued,0
398,89808,2025-05-09,Visa Overstay,1,,Stayed,1
399,13275,2025-09-26,Failed Asylum,42,2025-11-11,Executed,0
400,6483,2025-06-13,Criminal Offense,2,,Stayed,0
401,143533,2025-02-07,Fraudulent Documents,1,2025-03-07,Executed,1
402,80103,2025-03-14,Criminal Offense,1,,Issued,0
403,132022,2025-11-20,Failed Asylum,3,,Issued,0
404,64507,2025-07-24,Failed Asylum,17,2025-10-02,Executed,0
405,131470,2025-07-05,Visa Overstay,27,,Stayed,0
406,21830,2025-01-18,Visa Overstay,16,,Appealed,0
407,135773,2025-03-18,Visa Overstay,3,2025-06-05,Executed,0
408,149060,2025-02-21,Failed Asylum,41,,Appealed,0
409,24246,2025-06-27,Visa Overstay,1,,Stayed,1
410,83397,2025-04-15,Fraudulent Documents,26,,Stayed,1
411,54269,2025-11-20,Visa Overstay,3,,Issued,0
412,42138,2025-05-14,Visa Overstay,3,,Stayed,0
413,88545,2025-02-28,Failed Asylum,3,,Issued,0
414,35618,2025-09-22,Criminal Offense,1,,Appealed,1
415,94112,2025-06-26,Trafficking Involvement,18,2025-09-21,Executed,0
416,103467,2025-09-24,Fraudulent Documents,1,,Issued,0
417,52092,2025-04-20,Criminal Offense,6,2025-05-05,Executed,0
418,54961,2025-05-28,Criminal Offense,1,2025-08-08,Executed,0
419,77785,2025-01-08,Failed Asylum,3,,Appealed,0
420,60519,2025-09-22,Visa Overstay,1,2025-12-11,Executed,0
421,51746,2025-02-24,Unauthorized Work,1,2025-05-07,Executed,0
422,148209,2025-01-08,Security Threat,3,2025-01-27,Executed,0
423,116744,2025-01-15,Criminal Offense,2,2025-04-13,Executed,0
424,106581,2025-01-03,Visa Overstay,6,,Issued,0
425,123474,2025-05-01,Visa Overstay,48,2025-06-06,Executed,0
426,18675,2025-11-05,Visa Overstay,1,2025-11-18,Executed,0
427,119921,2025-02-12,Failed Asylum,1,,Stayed,0
428,65371,2025-02-21,Security Threat,3,,Appealed,0
429,95919,2025-05-20,Criminal Offense,1,2025-08-18,Executed,1
430,18024,2025-11-02,Visa Overstay,1,2025-11-16,Executed,0
431,3954,2025-05-12,Visa Overstay,16,,Issued,0
432,75172,2025-11-06,Criminal Offense,1,,Issued,0
433,62614,2025-08-12,Criminal Offense,22,2025-08-28,Executed,1
434,107261,2025-03-14,Failed Asylum,5,2025-04-26,Executed,0
435,43872,2025-12-12,Security Threat,3,,Appealed,0
436,140954,2025-01-01,Unauthorized Work,1,,Issued,0
437,134012,2025-05-04,Visa Overstay,18,,Issued,1
438,138655,2025-02-01,Criminal Offense,22,,Cancelled,0
439,145061,2025-08-07,Failed Asylum,16,2025-09-16,Executed,0
